StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,loc_country,country,loc_admin1,loc_admin2,loc_admin3,loc_admin4,loc_fe,loc_urbrur,fact_trueforyou,fact_trueforyou_1,fact_trueforyou_2,fact_trueforyou_3,fact_trueforyou_4,fact_trueforyou_5,fact_trueforyou_6,fact_trueforyou_7,fact_trueforyou_8,fact_trueforyou_9,fact_trueforyou_10,fact_trueforyou_11,fact_trueforyou_12,fact_truecovid,fact_truecovid_1,fact_truecovid_2,fact_truecovid_3,fact_truecovid_4,fact_truecovid_5,fact_truecovid_6,fact_tested,fact_tf_older,fact_tf_cure,fact_tf_transmit,fact_reduce_spread,fact_reduce_spread_1,fact_reduce_spread_2,fact_reduce_spread_3,fact_reduce_spread_4,fact_reduce_spread_5,fact_reduce_spread_6,fact_reduce_spread_7,fact_response,fact_response_1,fact_response_2,fact_response_3,fact_response_4,fact_response_5,fact_response_6,fact_response_7,fact_numb_cases,numcase_time_First Click,numcase_time_Last Click,numcase_time_Page Submit,numcase_time_Click Count,info1,info2,info2_1,info2_2,info2_3,info2_4,trust_cov_pres,trust_cov_moh,trust_cov_hwork,trust_cov_media,trust_gov,le_condition,le_count,le_control,le_treat,at_lock_time,att_lock,att_lock_guess,att_self_concern,att_concern_pol_own,att_risk_ownhealth,att_risk_ownecon,att_fam_concern,att_concern_pol_they,att_risk_ffhealth,att_risk_ffecon,att_socmed_concern,att_lock_correct,att_lock_gap,att_lock_gap_abs,hypo_condition,hypo_answer,hypo_answer_scaled,hypo_norm0,hypo_norm1,hypo_norm2,letter_col,letter_ext,letter_rel,letter_civ,behav_write,behav_wrote,behav_letter,remit,remit_1,remit_2,remit_3,remit_4,remit_rcv_amount_abr,remit_snt_amount_dom,remit_rcv_amt_dom,female,dem_age,dem_edu,dem_occ,dem_vote_ug,dem_vote_ke,dem_vote_ng,Q83,dem_party_ke,dem_party_ng,dem_party_ug,voted,voted_incumbent,copartisan,voted_copartisan,dem_rel,dem_religiosity,dem_eth,dem_eth_ug,dem_eth_ng,dem_eth_ke,click_WHOlink,click_WHOphone,lockdown,occ_student,occ_midlev,occ_uprlev,occ_never,occ_manual,rel_catholic,rel_protestant,rel_evangelical,rel_muslim,rel_other
2020-04-13T12:32:30Z,2020-04-13T12:43:00Z,0,100,630,1,2020-04-13T12:43:01Z,R_1dcQyKUFVWeo5hz,anonymous,EN,1,3,Uganda,1,2,NA,16,3_1_2_16,1,"1,2,6",1,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,4,6",1,1,0,1,0,1,0,54,2.402,2.402,6.136,1,7,"1,2,3,4",1,1,1,1,NA,2,3,3,NA,1,3,NA,3,7,-1,4,4,NA,2,2,4,NA,2,2,2,0.8,-0.4,0.4,C,4,0.26534513086903555,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,1,80,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2020-04-13T12:31:14Z,2020-04-13T12:43:47Z,0,100,752,1,2020-04-13T12:43:48Z,R_TusT8sXT5r91m93,anonymous,EN,1,3,Uganda,1,2,NA,20,3_1_2_20,1,"2,4,5",0,1,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,3,4,6",1,1,1,1,0,1,0,54,2.675,2.675,8.564,1,7,"1,2,3,4",1,1,1,1,NA,2,1,1,NA,1,4,NA,4,1,-1,5,3,6,2,2,4,6,2,2,3,0.8,-0.30000000000000004,0.30000000000000004,T1,3,-0.4216623119255464,NA,3,NA,0,0,0,0,1,1,The Government should be considerate when imposing the lockdown.. Many people are going through a hard time.,0,0,0,0,0,NA,NA,NA,0,33,8,8,0,NA,NA,0,NA,NA,NA,0,0,NA,0,2,1,3_1,1,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
2020-04-13T12:28:28Z,2020-04-13T12:44:42Z,0,100,974,1,2020-04-13T12:44:43Z,R_2fr4U8ex1WgzwlN,anonymous,EN,1,1,Kenya,NA,2,NA,NA,1_2,0,"5,6,7,9",0,0,0,0,1,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,4,5,7",1,0,0,1,1,0,1,"2,3,4",0,1,1,1,0,0,0,208,6.694,6.694,12.199,1,7,"1,2,3",1,1,1,0,NA,3,3,3,NA,0,3,3,NA,3,-1,3,4,NA,-2,1,3,NA,1,1,4,0.5,-0.2,0.2,C,4,0.31173223499516906,4,NA,NA,0,0,0,0,1,1,in my recent research I got that the virus can be transmitted as far as 6 meters when an infected person coughs. Therefore it is advisable to keep social distancing,3,0,0,1,0,NA,200,NA,1,24,9,14,NA,2,NA,NA,NA,NA,NA,1,0,NA,0,2,4,1_4,NA,NA,4,0,0,0,0,1,0,0,0,0,1,0,0,0
2020-04-13T12:28:17Z,2020-04-13T12:45:18Z,0,100,1020,1,2020-04-13T12:45:18Z,R_3JEqoVpoPsJaC74,anonymous,EN,1,2,Nigeria,5,24,NA,NA,2_5_24,0,"6,7,11",0,0,0,0,0,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,4,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3,4,6",0,1,1,1,0,1,0,305,6.29,6.29,11.342,1,7,"1,2,3",1,1,1,0,NA,2,3,1,0.5592105263157894,0,2,2,NA,4,-1,0,4,4,-1,-2,3,4,1,2,3,0.6,-0.6,0.6,C,2,-1.0701719688791231,2,NA,NA,1,1,0,0,1,1,"At this trying moment, physical distancing is vital as it helps to stop the spread of COVID 19. I urge us all to take caution and save ourselves and love ones",4,0,0,0,1,NA,NA,5000,1,19,8,5,NA,NA,0,0,NA,NA,NA,0,0,NA,0,1,4,2_6,NA,6,NA,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-04-13T12:34:56Z,2020-04-13T12:45:34Z,0,100,637,1,2020-04-13T12:45:35Z,R_2xymnHmkavZZGQ4,anonymous,EN,1,3,Uganda,1,2,NA,28,3_1_2_28,1,"2,4,6,7",0,1,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,4,6",0,1,0,1,0,1,0,54,6.629,6.629,10.144,1,7,"1,3",1,0,1,0,NA,3,2,3,NA,1,2,NA,2,5,2,6,2,NA,0,0,3,NA,0,0,3,0.8,-0.20000000000000007,0.20000000000000007,C,4,0.26534513086903555,4,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,1,31,9,16,0,NA,NA,0,NA,NA,NA,0,0,NA,0,3,4,3_1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-04-13T12:30:27Z,2020-04-13T12:46:22Z,0,100,954,1,2020-04-13T12:46:23Z,R_1k02lcGk8QjiXug,anonymous,EN,1,1,Kenya,NA,8,NA,NA,1_8,1,"4,6,7,9",0,0,0,1,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,199,9.398,9.398,15.24,1,7,1,1,0,0,0,NA,2,3,3,NA,1,1,NA,1,5,-2,2,4,4,2,2,4,6,2,2,3,0.5,-0.3,0.3,C,5,1.0810873909632461,5,NA,NA,NA,NA,NA,NA,0,0,NA,3,0,0,1,0,NA,20000,NA,0,37,8,16,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,4,4,1_13,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-04-13T12:27:00Z,2020-04-13T12:46:46Z,0,100,1185,1,2020-04-13T12:46:46Z,R_9tAEt71plOsz6Ol,anonymous,EN,1,2,Nigeria,6,32,NA,NA,2_6_32,1,5,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,323,4.202,4.202,42.512,1,7,"1,2,3",1,1,1,0,NA,2,2,1,0.05921052631578938,1,2,NA,2,1,2,2,3,3,2,2,3,3,2,2,3,0.6,-0.39999999999999997,0.39999999999999997,T2,4,0.43502515739174924,NA,NA,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,1,25,9,7,NA,NA,0,0,NA,NA,NA,0,0,NA,0,3,1,2_15,NA,15,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-04-13T12:29:20Z,2020-04-13T12:46:51Z,0,100,1050,1,2020-04-13T12:46:52Z,R_6rG94pyO6n6qwEh,anonymous,EN,1,1,Kenya,NA,23,NA,NA,1_23,1,"3,6,7,9",0,0,1,0,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,3,4",1,1,1,1,0,0,0,208,22.758,22.758,81.481,1,5,"1,2,3",1,1,1,0,NA,3,2,1,NA,0,2,2,NA,2,-2,4,4,NA,2,2,4,NA,2,2,1,0.5,-0.09999999999999998,0.09999999999999998,T2,4,0.31173223499516906,NA,NA,4,NA,NA,NA,NA,0,0,NA,4,0,0,0,1,NA,NA,4000,1,51,9,2,NA,0,NA,0,NA,NA,NA,0,0,NA,0,2,3,1_5,NA,NA,5,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-04-13T12:32:07Z,2020-04-13T12:47:05Z,0,100,898,1,2020-04-13T12:47:06Z,R_yBAqVmrVILxhl85,anonymous,EN,1,3,Uganda,1,10,NA,NA,3_1_10,1,"6,7",0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5",1,1,0,1,1,0,0,"2,6",0,1,0,0,0,1,0,53,4.501,4.501,11.244,1,7,"1,2",1,1,0,0,NA,3,3,3,NA,0,0,0,NA,4,2,5,4,NA,0,1,3,5,0,0,3,0.8,-0.30000000000000004,0.30000000000000004,T1,2,-1.1086697547201283,NA,2,NA,0,0,0,0,1,1,Distance your self about 1-2M from another person. You don't Know where they have been. Coronavirus is real,3,0,0,1,0,NA,100000,NA,0,30,7,7,0,NA,NA,0,NA,NA,NA,0,0,NA,0,2,1,3_1,1,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-04-13T12:37:34Z,2020-04-13T12:48:11Z,0,100,637,1,2020-04-13T12:48:12Z,R_1MWkoLkL41jN2s4,anonymous,EN,1,1,Kenya,NA,1,NA,2,1_2,1,"1,5,6,9",1,0,0,0,1,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,4",1,1,0,1,0,0,0,208,3.91,3.91,9,1,7,"1,2,3,4",1,1,1,1,NA,3,3,2,NA,0,3,3,NA,3,1,6,3,4,-1,2,1,3,1,1,4,0.5,0.09999999999999998,0.09999999999999998,T1,4,0.31173223499516906,NA,4,NA,0,0,0,0,1,1,Stay home keep safe and please continue sanitizing,4,0,0,0,1,NA,NA,200,1,24,9,15,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,2,4,1_7,NA,NA,7,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-04-13T12:37:47Z,2020-04-13T12:50:33Z,0,100,765,1,2020-04-13T12:50:33Z,R_STf3bZzOcpXKFUt,anonymous,EN,1,2,Nigeria,1,7,NA,NA,2_1_7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,4,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,300,2.023,2.023,5.35,1,2,1,1,0,0,0,NA,1,1,3,-0.9407894736842106,0,3,3,NA,2,2,6,1,4,1,2,1,4,2,1,4,0.6,0,0,T1,4,0.43502515739174924,NA,4,NA,1,1,0,0,1,1,Together We will win this war. Joy comes in the morning,3,0,0,1,0,NA,1000,NA,0,23,7,5,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,3,1,2_5,NA,5,NA,0,0,1,1,0,0,0,0,0,0,1,0,0
2020-04-13T12:36:28Z,2020-04-13T12:50:56Z,0,100,868,1,2020-04-13T12:50:57Z,R_OqV53TKn0TB1Ow1,anonymous,EN,1,1,Kenya,NA,1,NA,8,1_8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,7",1,1,0,1,0,0,1,"1,2,4",1,1,0,1,0,0,0,200,5.2,5.2,89.382,1,2,3,0,0,1,0,NA,3,3,3,NA,1,3,NA,3,2,1,5,2,3,2,1,1,3,2,2,3,0.5,0,0,C,2,-1.2269780769409848,2,NA,NA,0,0,0,0,1,1,Stay at least 2 meters,4,0,0,0,1,NA,NA,10000,1,27,7,10,NA,0,NA,0,NA,NA,NA,0,0,NA,0,3,4,1_6,NA,NA,6,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-04-13T12:31:03Z,2020-04-13T12:51:07Z,0,100,1204,1,2020-04-13T12:51:08Z,R_1MSv6UFC19xPG0g,anonymous,EN,1,1,Kenya,NA,31,NA,NA,1_31,0,"2,5",0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"1,2,3,4",1,1,1,1,0,0,0,210,20.926,20.926,27.898,1,7,"1,3",1,0,1,0,NA,2,2,1,NA,1,5,NA,5,1,-2,3,3,NA,-1,2,3,NA,2,2,3,0.5,-0.2,0.2,T2,5,1.0810873909632461,NA,NA,5,0,0,0,1,1,1,I beg my fellow citizens to observe guidelines provided by the government to help stop the spread of this pandemic,"3,4",0,0,1,1,NA,100,850,0,30,9,11,NA,0,NA,0,NA,NA,NA,0,0,NA,0,2,1,1_1,NA,NA,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-04-13T12:38:10Z,2020-04-13T12:51:12Z,0,100,781,1,2020-04-13T12:51:13Z,R_1mgRZ2vjFUScISe,anonymous,EN,1,1,Kenya,NA,1,NA,7,1_7,1,"1,6,9",1,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,4",0,1,0,1,0,0,0,208,9.998,9.998,14.515,1,2,"1,2,4",1,1,0,1,NA,1,1,2,NA,0,3,3,NA,5,2,5,3,NA,2,2,3,NA,2,2,3,0.5,0,0,T1,2,-1.2269780769409848,NA,2,NA,NA,NA,NA,NA,0,0,NA,"3,4",0,0,1,1,NA,500,3000,0,35,9,14,NA,2,NA,NA,NA,NA,NA,1,0,NA,0,3,4,1_4,NA,NA,4,0,0,0,0,1,0,0,0,0,0,1,0,0
2020-04-13T12:35:23Z,2020-04-13T12:52:12Z,0,100,1009,1,2020-04-13T12:52:13Z,R_1isOnpbHYxIe3oD,anonymous,EN,1,2,Nigeria,3,15,NA,NA,2_3_15,1,"6,9",0,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,1,1,"1,2,4,5,7",1,1,0,1,1,0,1,"2,3,4",0,1,1,1,0,0,0,325,5.216,5.216,19.317,1,7,"1,2,3,4",1,1,1,1,NA,3,3,2,1.0592105263157894,1,2,NA,2,5,1,4,3,4,-2,2,4,4,2,2,4,0.6,-0.19999999999999996,0.19999999999999996,T2,4,0.43502515739174924,NA,NA,4,NA,NA,NA,NA,0,0,NA,3,0,0,1,0,NA,2000,NA,0,23,7,5,NA,NA,2,NA,NA,NA,NA,1,0,NA,0,3,3,2_28,NA,28,NA,0,0,0,1,0,0,0,0,0,0,1,0,0
